NZ-resident traveller arrivals by closest overseas port (Monthly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Adelaide,Apia,Beijing,Bangkok,Brisbane,Bandar Seri Begawan,Guangzhou,Cairns,Denpasar,Buenos Aires,Hong Kong,Honolulu,Niue,Osaka,Kuala Lumpur,Los Angeles,Melbourne,Nadi,Nagoya,Norfolk Island,Noumea,Tokyo,Coolangatta,Perth,Papeete,Rarotonga,Santiago,Seoul,San Francisco,Shanghai,Singapore,Suva,Sydney,Tonga,Taipei,Port Vila,Vancouver,TOTAL ALL CLOSEST OVERSEAS PORTS
2013M10,1612,5226,0,3120,37986,0,2392,1794,884,0,9074,5434,598,442,3770,10400,32188,13806,0,468,1014,1820,12428,4056,806,8060,1092,1820,5304,3406,12922,520,52286,2314,0,1716,1742,241436
2013M11,1690,3198,0,1872,25012,0,2054,338,0,0,5434,2964,416,182,2678,5772,28522,8294,0,442,494,1430,8190,3172,598,6266,858,1326,2834,2158,8346,468,40638,1300,0,832,754,169312
2013M12,1222,3016,0,1144,18278,0,1456,312,0,0,3770,2418,208,156,1872,4004,24076,6292,0,338,468,676,6812,3042,338,4472,572,1196,1820,1040,5642,416,34346,1716,0,676,728,134706
2014M01,2366,6526,0,2418,30940,0,3380,416,0,0,9620,3640,390,52,4186,7280,35906,10348,78,468,572,2548,10426,5018,936,5356,1144,4030,3536,2626,14222,702,51818,3380,0,962,1976,227812
2014M02,1196,4108,0,1742,19032,0,3874,182,0,0,7488,1768,234,0,2808,4316,22152,4966,52,260,130,1378,5876,2548,572,3146,624,2756,1846,2834,8528,286,33826,1560,0,260,1300,142662
2014M03,1716,2704,0,1170,21970,0,1950,338,0,0,5460,1508,182,0,2314,4238,28392,5590,0,442,260,1274,7462,3094,572,4680,806,1196,2132,1690,7072,390,40066,1326,0,598,1040,152256
2014M04,2002,3458,0,1456,25376,0,2522,572,0,0,6058,2756,234,0,3094,5148,27118,8086,0,364,442,1664,7644,3666,546,5668,650,1066,2106,1924,7644,442,40118,1430,0,858,702,165022
2014M05,1508,4238,0,1664,28314,0,3302,988,0,0,7774,4238,364,0,3302,7800,27456,10218,0,494,598,2366,9516,2886,806,6240,1222,1456,3770,2496,10946,598,42094,2262,0,1274,1066,195988
2014M06,1144,4602,0,1560,26442,0,2704,1352,1326,0,7098,4004,624,0,3146,7150,23946,12272,0,390,494,1768,8892,2548,858,7332,676,1144,3588,2496,10036,442,37882,1794,0,1716,1456,186238
2014M07,1144,6266,0,2704,36426,0,3380,2340,2080,0,9256,6240,832,0,4342,10348,27794,18668,0,390,1014,2444,12090,3146,1404,9594,1144,2158,5044,3718,13624,676,48932,3198,0,2418,3198,247312
2014M08,1014,4992,0,2600,32552,0,2782,2730,1638,0,7592,5434,780,0,3770,8268,25402,17108,0,442,546,2028,10400,2860,754,9048,1144,1456,3926,2496,11700,572,43758,2158,0,2366,3250,216918
2014M09,1274,4914,0,2340,32370,0,2522,2002,1872,0,8502,5902,650,0,3276,9048,24596,13364,0,286,832,2158,10868,3146,884,8580,1144,1560,4498,2782,10868,624,41002,2080,0,1950,2496,209586
2014M10,1586,4836,0,2314,42796,0,3666,1768,1144,0,9074,5304,676,130,3900,9724,33462,15600,0,390,1014,2626,13286,4576,988,8398,1404,2080,4550,3406,11440,754,56654,2392,0,1638,1716,254592
2014M11,1534,4056,0,1378,27794,0,2808,78,0,0,5226,3640,572,104,2964,6630,30940,9464,0,468,494,1846,9932,3484,546,6448,1040,1170,3146,2574,7488,520,42224,1482,0,936,754,182598
2014M12,962,3250,0,1170,18928,0,2366,0,0,0,3900,3094,260,0,1430,3952,22854,7202,0,286,416,936,7046,2756,286,4316,1014,1014,1794,1404,5512,780,35230,1664,0,676,676,136110
2015M01,1638,6760,0,2210,32760,0,5928,0,0,0,11674,4212,390,0,4030,8138,36218,11778,0,442,494,3250,11518,5122,1144,5538,1612,4290,4056,5434,17498,806,51922,3718,0,1066,2210,246948
2015M02,1014,3744,0,1092,19344,0,2860,0,0,0,5122,1742,312,0,2834,4160,25064,5616,0,338,442,2028,6370,2652,494,3406,780,2080,2496,2600,7514,442,33670,1950,0,416,1040,142870
2015M03,1534,3354,0,1274,23348,0,3744,0,0,0,6344,2080,364,0,2912,4290,31902,5746,0,520,546,1560,8424,3614,390,4680,884,1092,2236,3250,6864,364,37882,1456,0,572,1040,162890
2015M04,1638,4030,0,1482,29380,0,3848,702,0,0,6500,3822,468,0,3770,7150,33228,9958,0,390,754,2314,10556,4576,754,6136,988,1014,2990,2678,8710,520,42614,2054,0,546,780,198692
2015M05,1274,3952,0,1352,27924,0,2964,728,104,0,6760,4030,442,0,3354,7514,28496,9984,0,676,598,1976,10270,2730,676,6448,1092,1170,3614,2444,8632,572,39962,1976,0,754,1196,188864
2015M06,910,4368,0,1482,27872,0,4186,1066,1274,0,7332,5070,650,0,3744,8346,29614,13780,0,338,572,1924,10140,2548,988,8372,1040,988,3952,2626,9438,624,41808,1716,0,936,1846,201422
2015M07,1040,6838,0,2418,38428,0,3926,2600,1742,0,9074,6266,988,0,4966,12428,32994,21216,0,260,1430,2496,14092,3276,1664,9802,1118,1976,5252,4264,13962,624,49972,3666,0,2470,3484,266110
2015M08,910,6006,0,2288,33852,0,3406,2366,1456,0,7280,4966,858,0,4498,9698,28678,19266,0,364,832,1872,12012,2938,754,9880,1014,1404,4368,3016,12246,702,47320,2158,0,1638,3016,232752
2015M09,1222,4810,0,2080,32448,0,2496,1924,1664,0,7618,5642,546,0,4524,9750,27924,15626,0,312,910,2132,12428,3198,936,8164,1040,1352,4524,3302,11934,572,41834,2106,0,1560,3042,219232
2015M10,1846,6136,0,1924,41756,0,4108,1508,806,0,8866,6084,754,0,5070,11856,37778,16198,0,364,1248,3406,15600,4134,1092,9204,1430,1716,4784,4524,13572,598,57512,2340,0,1768,2002,271362
2015M11,1664,3562,0,1404,27118,0,3874,78,0,0,5330,3380,364,0,2782,7228,34372,10374,0,468,650,1768,10218,3848,572,7202,1170,1170,2990,3458,9412,468,43498,1638,0,858,910,192920
2015M12,1170,3094,208,1222,19188,0,3042,182,0,546,4108,2678,286,0,1924,4160,26130,8450,0,364,390,1170,7566,2808,234,4082,754,1222,1742,1820,5382,338,34476,2080,0,650,910,144092
2016M01,1326,7956,1534,2678,33384,0,7280,1170,0,1040,11284,4420,468,0,4654,7878,39936,13364,0,416,728,3926,12376,5616,1300,6890,1352,3614,4056,5850,14066,624,51636,4160,0,1040,2834,262470
2016M02,832,4238,832,1300,19760,0,5278,520,0,676,6240,1638,156,0,3094,4082,26936,5954,0,286,208,2522,6656,2782,468,3510,728,2496,2106,4446,7046,468,35230,2522,0,156,1144,159120
2016M03,1612,3978,338,1300,21892,0,3926,260,0,754,4316,1716,286,0,2964,3562,29562,7670,0,364,520,1638,8814,3692,520,4836,780,884,1872,2704,6292,364,38064,1872,0,312,884,164684
2016M04,1742,4108,234,1300,26416,0,4264,1040,0,728,5564,3432,546,0,2938,4940,30056,10062,0,312,650,2444,12376,4498,676,7098,988,884,2704,3198,7332,546,40794,1534,0,572,832,194038
2016M05,1196,4472,572,1300,28574,0,5252,1170,52,988,6994,3796,442,0,2912,6864,31174,12220,0,546,676,2756,13624,3354,624,8580,1066,1118,3406,3900,8450,546,42900,2236,0,442,1456,214474
2016M06,884,4654,598,1248,27300,0,6058,1456,1482,1040,7358,5044,624,0,2522,7098,26676,14716,0,312,546,2132,12948,2756,676,10062,676,1014,3328,3900,9516,624,42146,2626,0,910,1976,214526
2016M07,1092,7098,1144,2262,36400,0,6136,3848,1846,754,8190,7436,988,0,4238,12714,31798,23660,0,286,1456,2912,18616,3328,1378,11986,1092,1664,5642,5746,13624,910,48438,3224,0,1482,3900,285922
2016M08,837,5905,536,1976,31479,0,4891,2844,1777,1325,7511,5301,809,0,3423,11746,27167,20707,0,241,898,1853,14640,2885,915,10944,1224,1191,3907,4367,12008,919,45834,2514,0,1302,3302,246522
2016M09,1429,5316,543,2229,30148,0,4827,2989,1777,899,7911,5875,848,0,3293,10877,24863,18064,0,263,1090,2578,14953,3117,812,10743,883,1181,4530,5167,12679,587,42228,2328,0,996,2806,238762
2016M10,1514,6762,1111,2087,43414,0,7158,2606,925,1155,8211,7365,773,0,4471,12683,36130,16514,0,181,1655,3825,20140,5018,736,11736,1151,1482,5494,5503,11332,876,54771,1917,0,1116,2408,294696
2016M11,1534,3654,1000,1477,26829,0,5993,431,0,694,5791,4055,390,553,2538,9097,34447,11090,0,362,748,1634,14180,3559,455,7864,633,1425,3599,3029,8324,250,40415,1628,0,753,737,205551
2016M12,731,3532,1125,998,19268,0,4298,343,0,537,5124,2992,335,647,1523,5170,26921,8800,0,242,470,1417,8947,2749,330,4614,546,1042,1913,2443,5224,387,33939,2413,0,541,749,155657
2017M01,1735,8300,3495,2945,33957,0,7258,1483,0,1294,15357,5889,488,1328,4374,9549,38808,14037,0,501,677,4586,17159,5041,1051,7515,1286,3607,5147,5556,13856,828,49758,4463,0,941,3182,285876
2017M02,915,4205,2752,1582,18638,0,8663,496,0,531,9999,2619,185,676,3417,3730,26602,6735,0,247,245,2956,10884,2566,547,4374,462,2874,2599,5698,8154,349,35324,1914,0,273,1301,185099
2017M03,1698,3388,946,1477,20966,0,4935,452,0,629,6325,2804,268,416,2713,4367,30841,7424,0,425,553,1728,11221,3220,647,6029,686,973,2554,2551,8734,406,37190,1556,0,283,1111,177767
2017M04,1492,5106,955,1354,29101,0,4282,1362,0,662,7890,4411,785,0,3845,7065,32053,12482,0,504,730,2831,14819,4622,1012,8457,898,1140,2982,3953,9171,612,45665,1854,0,727,822,222454
2017M05,1392,4720,1083,2255,28563,0,4325,1188,181,693,7989,4961,733,0,3747,8840,27841,13973,0,371,587,2602,14046,3152,948,9193,1063,1524,3658,3858,9069,412,42082,2676,0,506,1345,221152
2017M06,988,5310,1221,2069,27611,0,4777,1534,2110,992,8128,5019,748,0,3237,9232,26398,16612,0,20,645,2273,11828,2271,933,10044,967,1206,3512,3537,8871,429,43268,2485,0,745,1867,223233
2017M07,1091,8028,1719,2840,39387,0,4670,3100,3119,637,11305,7976,787,0,4635,12608,31480,24776,0,44,1679,2893,19424,3070,1859,11970,1197,2089,4472,6052,13891,741,49497,3532,0,1847,4119,310683
2017M08,730,6936,936,3255,33148,0,3605,3482,2291,656,9324,5890,988,0,4254,9280,25925,23367,0,60,905,1902,15477,3297,948,11278,817,1233,5158,2718,11573,556,43896,3056,0,1297,3034,259734
2017M09,1055,5448,1075,2911,31183,0,3788,2804,2354,647,9673,6438,1026,0,3260,8783,28827,19173,0,60,1295,2536,14787,3329,999,10468,826,1220,4541,3906,11995,775,41033,2628,0,1047,2856,257376
2017M10,1713,6587,1811,3099,41921,0,5176,3140,2011,1071,10286,6603,812,22,4714,12784,37816,19901,0,160,1611,4489,20290,4432,1310,11723,1407,1431,4362,5190,12413,752,55433,2990,0,1070,2584,319703
2017M11,1585,4529,1597,2449,26167,0,5342,652,0,688,7145,4480,545,695,2565,6992,32448,12385,0,240,968,2348,13108,4139,522,8321,802,1155,3015,3467,9004,528,42405,2014,0,546,1011,213948
2017M12,1163,3957,939,2023,20955,0,4814,549,0,628,5386,4733,348,206,1634,4712,25440,9809,0,241,467,1330,10526,2639,289,5642,701,1028,2422,2156,5613,427,33153,1970,0,749,833,165660
2018M01,1722,9655,3580,4397,35353,0,10229,0,0,1192,21758,5378,735,1241,5017,8845,40817,16059,0,140,757,4726,18380,5193,957,8239,1667,3507,6636,7548,13883,620,48118,5465,0,1196,2830,316419
2018M02,939,3916,1702,2706,19544,0,5560,0,0,610,9240,2872,523,726,2904,5067,25302,7504,0,0,86,2650,9848,2315,385,5112,746,1873,2721,4419,6634,608,35046,2160,0,264,1449,177180
2018M03,1780,4094,1720,2834,21168,0,5386,1,0,643,6105,3770,363,657,3370,4863,31109,7930,0,0,567,1628,10573,3390,271,6350,624,992,2719,3042,7318,449,36612,1505,0,243,1069,182692
2018M04,1341,5637,1136,2752,29567,0,4485,585,984,551,8232,8058,564,0,4164,4539,32123,13113,0,1,1057,3346,13373,3539,951,8842,1143,1288,2113,3487,9806,424,46730,1685,0,631,1365,233752
2018M05,1412,5679,1187,3569,27602,0,4845,609,2369,956,7572,7316,632,0,3320,6591,29806,13856,0,222,507,3805,13281,3245,533,9640,1212,1410,3040,3647,9456,514,43197,2492,0,882,1322,233595
2018M06,1028,6242,1341,3281,26813,0,4623,1005,3718,806,8835,6991,717,0,2406,7085,29333,18696,0,0,933,2829,13985,2624,755,10811,999,1146,3316,3693,10404,512,45058,2368,0,1032,1935,243561
2018M07,1182,9185,1813,4713,39732,0,6181,2634,12001,811,13042,11103,911,0,3999,9552,35386,28875,0,0,1896,3419,18991,3203,2136,13355,1298,1986,4464,6963,15048,906,48894,4418,0,1804,5075,347063
2018M08,913,7965,1403,4027,34680,0,4692,2852,7950,519,8888,7375,986,0,3281,7052,29611,23429,0,0,1154,2120,16277,2803,1117,12205,1073,1251,4378,2933,13465,698,44411,3144,0,1718,4076,283667
2018M09,1393,6623,1588,3848,33430,0,3837,2187,8369,661,9791,8992,1086,0,3232,7872,31481,21608,0,0,1149,2918,16328,3060,889,12259,1019,1362,4558,3393,12384,495,43620,2480,0,1514,2839,276460
2018M10,1961,7917,1994,3631,41066,0,6536,1335,8140,1396,12722,9439,858,61,3671,9428,41537,20269,0,0,1256,5016,19094,4067,1098,11878,1570,1712,4045,5189,11997,910,56747,2981,0,1592,2205,326708
2018M11,1847,4269,1480,2556,25186,72,5535,0,2268,837,7408,4736,785,594,2029,6442,35314,12479,0,147,828,2477,12599,3668,500,8291,1323,1318,3555,3323,10164,415,44539,2073,613,775,853,221845
2018M12,1326,4570,1100,1958,20015,0,5255,0,1900,605,7127,3617,387,437,1270,4134,27849,9908,0,45,735,1452,9258,2814,421,6368,848,975,2104,1981,5879,440,35818,2164,365,657,710,174279
2019M01,1654,10909,3232,4362,33825,0,11783,0,4483,1100,19875,6023,648,1221,3981,8640,41069,16946,0,0,792,4826,17172,5314,988,7711,2108,2592,5521,6397,16835,828,49382,4929,893,1238,2641,320945
2019M02,1096,4546,2719,3031,19630,0,8107,0,1459,535,10394,2147,379,598,2927,4472,29436,7578,0,26,237,3051,8986,2828,343,4319,1017,1152,2584,4801,9389,439,36197,1947,782,431,1513,190597
2019M03,1864,4204,1821,2937,21824,0,6161,32,1121,601,5977,3287,564,498,2006,4313,34770,8759,0,0,506,1914,10177,3492,334,5952,1123,820,2581,2946,10144,299,40890,1463,590,499,1063,194989
2019M04,1859,5977,1461,2933,30566,0,5773,546,2859,738,8105,5084,606,55,2864,4874,34848,14405,0,37,1122,3697,11773,3753,728,8476,1415,1347,2580,4497,11221,200,47882,1829,660,928,1069,243302
2019M05,1340,5604,1375,2931,29055,0,5673,819,3328,665,7535,6014,651,0,2982,5876,29295,15205,0,153,701,3082,11705,2768,495,8759,1344,1408,3339,4419,12747,186,43324,2345,770,741,1326,235169
2019M06,1050,5794,1791,3220,30646,0,5984,952,5545,830,8644,5888,876,0,2253,6766,29087,21659,0,0,739,2320,12460,2978,748,11228,1080,1503,3545,4652,13046,307,46494,2303,656,1360,2301,257310
2019M07,1249,8365,1730,4531,39713,0,6051,2617,12301,717,10858,9005,992,0,3860,9313,33914,27919,0,1,1965,3426,15315,3343,1778,14121,1524,2059,4541,6766,17911,186,50564,4891,1134,2185,4620,340250
2019M08,1150,7818,1472,4199,36216,0,6137,2809,9471,644,7035,6190,928,0,3315,7057,30736,24815,0,40,1195,2267,13521,4002,746,13011,1255,1206,3870,3411,14971,0,44411,2772,552,2170,3284,284520
2019M09,1531,6637,1159,3834,33892,0,4044,2586,9632,687,8403,6935,850,0,3314,8928,30753,21347,0,62,1293,3203,13967,3180,916,12569,1153,1579,3997,4605,15142,2,44283,2492,590,1530,3377,279754
2019M10,1996,7944,1928,3638,39822,0,5464,1912,10092,877,9568,6718,888,97,3961,9176,41198,21240,0,105,1311,5007,16159,3861,822,12253,1556,2334,4062,6462,14498,0,59688,3054,904,1611,2718,326409
2019M11,1679,4367,2108,2946,30142,0,4734,4,3532,910,6473,3519,762,824,3178,5629,35551,13663,0,122,825,4501,11616,3666,492,8634,1027,1956,2922,3946,11232,0,45887,1922,857,1123,901,233660
2019M12,1249,4410,1319,1874,21939,0,4826,823,2282,802,6315,3488,508,450,1975,4253,38412,11102,0,114,597,1660,9569,2334,444,6573,558,1822,2445,2296,6475,196,37589,2446,576,752,976,194522
2020M01,1992,9004,2840,4140,34368,0,10288,0,5660,1537,17089,5650,781,1704,5326,7904,46565,16077,0,153,717,5667,13446,4252,1047,7967,1319,5523,6084,6412,18095,315,50626,4442,2302,1546,4170,326341
2020M02,1208,3560,1737,2843,19960,0,4349,0,3041,833,8937,2143,427,665,4466,4240,31572,8416,1,109,316,3022,8440,2657,509,4886,681,3299,2232,3443,11323,202,35433,1721,1469,455,1993,190541
2020M03,1161,2654,132,2196,15421,0,525,1061,2332,574,1722,2282,213,239,2687,4477,23170,7165,0,191,364,1626,6541,3103,375,4946,805,399,2211,200,9080,82,25992,1115,456,377,2640,136721
2020M04,0,146,0,27,296,0,104,0,0,0,148,0,27,0,72,253,299,113,0,0,2,15,0,0,0,40,118,33,18,62,6,0,478,219,0,36,101,4035
2020M05,0,155,0,0,367,0,257,0,0,0,166,0,6,0,0,262,475,0,0,0,1,0,0,0,2,46,0,56,0,61,0,0,706,36,0,0,0,2626
2020M06,0,38,0,0,396,0,367,0,0,14,70,0,17,0,0,335,544,67,0,0,0,40,0,0,0,31,0,59,0,194,250,0,640,29,0,1,0,4474
2020M07,0,44,0,226,320,0,153,0,0,0,259,0,6,0,92,261,275,43,0,0,0,57,0,0,0,61,0,48,4,175,154,0,466,22,0,0,0,3107
2020M08,0,44,0,96,448,0,155,0,0,0,319,21,4,0,191,267,209,104,0,1,0,75,0,1,0,92,0,102,56,271,252,0,267,25,33,0,0,3295
2020M09,0,16,0,31,369,0,57,0,0,0,203,0,6,0,339,329,135,29,0,0,0,36,0,0,0,27,0,81,89,123,409,0,208,10,27,0,0,2723
2020M10,0,28,0,0,470,0,89,0,0,0,162,0,3,0,476,334,101,54,0,0,0,29,0,0,0,38,18,71,4,164,578,0,215,11,35,1,0,2927
2020M11,0,11,0,0,326,0,75,0,0,0,122,10,5,0,426,340,92,16,0,0,0,45,0,0,0,27,0,29,0,136,328,0,415,7,6,1,0,2468
2020M12,0,25,0,0,324,0,119,0,0,0,139,0,11,0,639,187,129,39,0,0,0,29,0,0,0,43,0,55,0,182,253,0,423,10,8,2,0,2635
2021M01,0,57,0,0,460,0,64,0,0,0,206,22,5,0,713,239,335,36,0,2,0,73,0,0,0,123,0,76,0,153,338,0,639,5,17,2,0,3592
2021M02,0,37,0,0,471,0,119,0,0,0,92,0,3,0,553,201,242,43,0,0,0,44,0,0,0,158,0,78,0,152,260,0,501,9,25,25,0,3033
2021M03,0,14,0,0,432,0,100,0,0,0,61,0,15,0,622,204,250,32,0,0,0,30,0,0,0,119,0,104,0,136,302,0,388,9,17,5,0,2857
2021M04,0,25,0,0,2080,0,83,0,0,0,60,0,17,0,500,213,2191,39,0,2,0,51,655,154,0,202,0,57,0,79,299,0,3259,13,21,0,0,10084
2021M05,396,10,0,0,7257,0,136,0,0,0,54,0,14,0,263,388,5859,51,0,2,0,100,2812,1249,0,510,0,56,0,100,369,0,9075,3,0,2,0,29019
2021M06,524,27,0,0,7710,0,123,114,0,0,30,0,20,0,353,323,1999,65,0,23,0,34,3478,1293,0,4701,0,80,0,108,561,0,7723,8,33,3,0,29638
2021M07,702,8,0,0,8988,0,118,455,0,0,32,27,19,0,506,433,5316,32,0,59,1,49,3366,2399,0,11229,0,62,0,88,663,0,1177,7,15,10,0,36517
2021M08,0,8,0,0,213,0,102,0,0,0,43,1,12,0,671,489,9,11,0,0,0,523,1,7,2,9322,0,27,0,44,790,0,958,3,15,4,0,13398
2021M09,0,4,0,0,169,0,110,0,0,0,22,0,7,0,859,435,19,2,0,0,0,101,0,0,0,344,0,42,19,48,892,0,56,5,8,0,0,3210
2021M10,0,63,0,0,449,0,122,0,0,0,34,1,4,0,743,475,204,15,0,0,0,88,0,69,0,120,0,61,7,48,927,0,184,13,12,28,0,3779
2021M11,0,121,0,0,291,0,42,0,0,0,23,4,10,0,941,444,194,23,0,0,0,19,0,0,2,65,0,39,0,46,780,0,135,55,2,35,0,3364
2021M12,0,39,0,0,572,0,78,0,0,0,37,0,17,0,1027,463,368,83,0,0,0,30,0,17,0,117,0,90,0,63,582,0,589,35,18,39,0,4388
2022M01,0,41,0,0,480,0,67,0,0,0,79,0,35,0,2014,920,387,198,0,0,0,73,0,25,0,2140,0,99,13,94,1082,0,609,7,41,28,0,8475
2022M02,0,221,0,0,306,0,59,0,0,0,62,12,29,0,1514,457,415,86,0,0,0,19,0,97,0,3952,0,64,0,74,600,0,408,46,31,127,9,8604
2022M03,410,249,0,0,3445,0,273,0,0,0,8,11,15,0,3537,1633,4789,1456,0,0,0,77,1133,383,0,3137,0,191,0,172,2612,0,6430,144,92,60,279,30588
2022M04,665,83,0,0,8367,0,298,34,0,0,0,1,15,0,5153,2708,9862,6086,0,0,0,174,3339,1426,1,6718,200,229,549,42,5692,0,12189,39,97,59,662,64741
2022M05,1107,133,0,0,11598,0,321,0,0,0,65,0,29,0,6622,3817,11549,11057,0,0,62,423,4327,1619,90,8583,526,872,1415,53,9014,0,16402,39,117,55,1017,90964
2022M06,1047,256,0,0,10550,0,314,0,0,0,233,0,21,0,6136,3866,14297,14106,0,0,157,387,5394,1612,191,11251,622,841,1561,93,9116,0,21496,88,237,6,1205,105110
2022M07,2836,355,0,0,15934,0,299,1398,0,0,1223,3214,224,0,9015,4547,20941,23540,0,0,1043,667,10845,2797,1331,14150,912,1408,1704,145,14696,590,26081,209,191,436,1883,165003
2022M08,2936,1468,0,0,15631,0,342,1589,0,0,1146,3701,405,0,9614,6124,21594,22108,0,0,879,714,10289,2563,955,11881,1109,1088,2109,222,16621,619,29508,705,242,734,2177,172269
2022M09,2811,2147,0,0,14890,0,406,1594,0,0,1573,4113,423,0,9389,6404,21037,19915,0,46,1117,985,10894,2728,1106,11133,903,1144,2216,307,15153,484,29852,1245,330,760,1949,170754
2022M10,3201,2843,0,0,22743,0,497,1601,0,0,2894,4926,422,0,9745,5991,25485,21922,0,99,1506,1916,13930,4061,1604,10777,1288,2831,3216,373,13798,330,37743,1546,527,1140,1730,206321
2022M11,2943,3441,0,0,20143,0,307,0,0,0,2105,3287,322,0,7061,3075,28287,14297,0,52,957,1407,12651,3476,713,8021,1130,2649,2372,530,10904,0,37274,1491,767,819,1335,177010
2022M12,2095,3158,0,0,12022,0,441,2,0,0,1901,2781,309,0,2463,2364,20234,11291,0,206,752,1764,7448,1687,430,5030,894,1857,1730,566,5865,0,27862,2149,1312,453,1115,127287
2023M01,4220,7873,0,0,22288,0,894,0,0,0,5831,4438,295,0,5608,4816,32383,18624,0,139,1058,4521,12039,3607,1645,6932,2115,5378,4040,1546,17017,4,45086,4309,1838,771,4140,240401
2023M02,3475,4151,0,0,14002,0,1546,0,0,0,5290,2055,299,0,4272,2862,23323,9993,0,109,397,2999,8549,1982,494,4271,1644,2918,1734,2847,10685,0,36341,1593,1585,426,2233,160075
2023M03,3145,3222,0,0,16320,0,1388,26,92,0,3899,1563,229,0,3791,2843,26140,10714,0,90,473,2465,10397,2986,365,5525,1136,1474,1799,1988,10751,0,35978,1663,920,357,1598,161937
2023M04,3420,5523,0,0,23666,0,2952,701,2342,0,3967,3249,351,0,3594,3265,30935,16438,0,114,1149,4307,13554,3349,1152,7346,1222,2681,2081,3569,14453,0,39405,1833,1213,478,1219,210446
2023M05,2648,5784,401,0,23465,0,3283,773,2775,0,4016,3580,407,0,3502,3766,25474,17109,0,51,819,3787,13327,3007,722,8511,1279,2534,2616,3474,14521,0,35848,2009,923,683,1438,203641
2023M06,2455,6173,802,0,21979,0,3495,1108,3441,0,4222,3141,460,0,2827,3871,23762,22004,0,39,955,3300,12574,2609,968,10088,1060,2302,3220,3602,15255,7,37293,1814,887,799,2088,212221
2023M07,2570,7769,2287,0,28812,0,4607,1689,5850,0,6664,5697,570,0,4386,6399,30772,28307,0,38,1808,3667,15298,2753,1650,11250,1228,3912,4084,6128,20852,2,44208,3089,1181,1457,4444,288827
2023M08,2038,6452,1260,0,26282,0,3004,1809,3993,0,3769,3760,671,0,2747,5837,26621,24315,0,38,806,1695,12531,2765,934,11583,1035,1871,3818,4547,17335,0,38048,2301,705,1368,3621,241236
2023M09,1263,5631,1500,0,27331,0,2846,1929,3692,0,4398,4311,487,0,2854,6539,27423,22933,0,104,1315,3105,14369,3542,1096,11186,1130,2079,4040,4286,17339,0,42094,1684,732,1039,3277,254869
2023M10,1554,6151,2640,0,35881,0,4091,941,3327,0,7042,4459,559,0,3565,6171,38375,24055,0,60,1436,5204,16686,4931,1224,10984,1579,3576,4968,7368,18012,0,58688,2065,1169,785,2808,311415
2023M11,1298,4522,1091,0,28507,0,3379,0,124,0,4589,2988,790,0,2773,3838,33182,16503,0,97,896,3915,13121,4626,678,8318,1248,2626,3040,4214,11949,0,43951,1732,858,784,1193,226814
2023M12,763,4525,1112,0,21088,0,3862,2,0,0,3968,1985,430,0,2169,3171,26947,12499,0,103,605,3002,9712,3250,478,5905,949,2013,2089,2642,8826,16,35228,2152,765,510,1046,171772
2024M01,1169,9864,4457,0,33787,0,12276,0,0,0,11652,3548,888,0,4894,10638,43123,22693,0,146,926,6666,14758,5845,1142,8801,1844,4290,5228,8124,22966,0,54047,4228,1980,781,4107,328125
2024M02,769,4871,3243,0,20530,0,6729,2,0,0,5969,1642,275,0,3353,3375,33356,10594,0,84,333,5162,9303,3741,369,5537,1214,1951,2152,4356,13462,0,44077,1667,669,244,1978,204549
2024M03,1088,3450,1183,0,21367,0,3242,0,0,0,4251,1527,317,0,3076,3241,31724,11115,0,89,482,3151,11409,3820,335,6251,1182,1798,2287,3198,14050,0,40916,1528,627,369,1582,190278
2024M04,1433,5419,1616,0,31911,0,3443,796,4317,0,5427,2301,558,0,3470,4340,32755,17985,0,121,885,4884,14673,4893,1032,9243,1494,1152,2330,4963,15109,2,46589,1811,772,599,1349,242133
2024M05,1128,4857,1480,0,28508,0,3368,745,4619,0,3933,2172,454,0,3295,4843,27148,18001,0,0,485,4100,13068,4096,662,9952,1585,931,2892,4789,16195,0,39766,2601,713,192,1980,223400
2024M06,1052,5538,1728,0,27427,0,3611,1306,6105,0,4169,2075,704,0,2987,4788,25554,22730,0,0,2,3651,13126,3740,1054,10884,1138,1007,3192,4728,17505,0,42045,1732,597,72,2376,235026
2024M07,1058,7757,2277,0,37288,0,5991,1951,8919,0,5940,3203,941,0,4535,8460,31576,29842,0,0,14,3446,15989,4647,1650,12623,1461,1189,4718,5758,23117,0,47517,4222,911,423,4172,313986
2024M08,919,6952,1497,0,30567,0,3122,1750,8755,0,3897,2443,962,0,3220,5373,25995,25164,0,5,13,1753,13492,4031,971,11916,1287,765,3701,3632,18794,2,40035,2136,357,274,3219,255939
2024M09,1498,6080,1542,11,29491,0,3257,1796,6557,0,6039,2711,875,0,2948,5298,26238,24262,0,85,19,3292,14192,3742,888,11585,1076,816,3813,4231,19421,0,44613,2060,398,225,3453,261280
2024M10,1234,6570,2480,0,41052,0,4586,1485,6899,0,7772,2516,915,0,3351,7395,37048,24370,0,103,43,5577,17822,4371,1287,12099,1707,1590,4502,6527,20160,0,55640,2239,889,557,2810,319249
2024M11,1646,4338,2183,0,28992,0,4963,0,2411,0,5716,2143,677,0,3090,4390,35314,15730,0,86,37,5304,12219,3977,487,8235,1562,2493,2682,4463,14957,1,43242,2053,648,408,1216,231807
